-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1984 through 12/31/2022 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                     MERRA-2 Surface Pressure (kPa) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
WS2M                   MERRA-2 Wind Speed at 2 Meters (m/s) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
GWETTOP                MERRA-2 Surface Soil Wetness (1) 
GWETPROF               MERRA-2 Profile Soil Moisture (1) 
GWETROOT               MERRA-2 Root Zone Soil Wetness (1) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
-END HEADER-
PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
WS10M,1985,47.25,-85.75,8.02,7.13,7.43,6.26,4.31,5.03,4.08,4.42,5.71,6.93,7.44,8.51,6.27
WS10M,1985,47.25,-86.25,8.56,7.61,8.1,6.7,4.65,5.45,4.53,4.79,5.95,7.26,7.79,9.03,6.7
WS10M,1985,47.25,-86.75,8.91,7.74,8.29,6.82,4.78,5.6,4.71,5.04,6.07,7.44,8.01,9.31,6.89
WS10M,1985,47.25,-87.25,8.81,7.48,8.08,6.6,4.72,5.56,4.64,5.11,6.04,7.37,7.9,9.19,6.79
WS10M,1985,47.25,-87.75,8.25,6.95,7.59,6.15,4.57,5.39,4.42,4.97,5.81,6.99,7.35,8.64,6.42
WS10M,1985,47.25,-88.25,7.46,6.3,6.97,5.58,4.32,5.01,4.09,4.65,5.41,6.35,6.57,7.9,5.88
WS10M,1985,47.75,-83.75,2.7,2.98,3.53,2.93,2.33,2.51,2.29,2.08,2.36,2.62,2.44,2.43,2.59
WS10M,1985,47.75,-84.25,3.07,3.37,3.89,3.17,2.47,2.65,2.4,2.28,2.65,2.89,2.76,2.81,2.86
WS10M,1985,47.75,-84.75,4.11,4.16,4.52,3.75,2.77,3.02,2.62,2.67,3.31,3.71,3.73,3.99,3.52
WS10M,1985,47.75,-85.25,5.36,5.09,5.4,4.52,3.24,3.64,3.0,3.22,4.15,4.82,4.93,5.46,4.4
WS10M,1985,47.75,-85.75,6.56,6.02,6.45,5.4,3.83,4.43,3.56,3.87,4.98,5.97,6.1,6.86,5.33
WS10M,1985,47.75,-86.25,7.64,6.93,7.56,6.33,4.45,5.27,4.26,4.48,5.67,6.95,7.12,8.04,6.22
WS10M,1985,47.75,-86.75,8.45,7.51,8.26,6.92,4.86,5.8,4.69,4.93,6.18,7.55,7.75,8.89,6.81
WS10M,1985,47.75,-87.25,8.75,7.54,8.43,7.05,4.99,5.95,4.77,5.16,6.44,7.74,7.98,9.24,7.0
WS10M,1985,47.75,-87.75,8.64,7.24,8.2,6.86,4.92,5.81,4.62,5.19,6.44,7.59,7.86,9.17,6.88
WS10M,1985,47.75,-88.25,8.28,6.77,7.7,6.43,4.67,5.38,4.29,5.01,6.18,7.15,7.51,8.85,6.52
WS10M,1985,48.25,-83.75,2.58,2.8,3.3,2.89,2.26,2.5,2.26,2.07,2.38,2.59,2.23,2.35,2.52
WS10M,1985,48.25,-84.25,2.72,2.99,3.5,3.02,2.38,2.64,2.41,2.23,2.58,2.73,2.33,2.49,2.67
WS10M,1985,48.25,-84.75,2.98,3.2,3.64,3.14,2.45,2.73,2.43,2.32,2.73,2.92,2.54,2.78,2.82
WS10M,1985,48.25,-85.25,3.36,3.48,3.87,3.35,2.58,2.88,2.47,2.47,2.96,3.26,2.93,3.22,3.07
WS10M,1985,48.25,-85.75,4.15,4.12,4.51,3.93,2.95,3.3,2.75,2.84,3.51,4.03,3.75,4.13,3.66
WS10M,1985,48.25,-86.25,5.96,5.62,6.07,5.22,3.74,4.35,3.55,3.71,4.77,5.67,5.47,6.17,5.02
WS10M,1985,48.25,-86.75,7.4,6.76,7.36,6.31,4.45,5.3,4.26,4.52,5.87,6.9,6.8,7.8,6.14
WS10M,1985,48.25,-87.25,7.88,6.95,7.72,6.62,4.62,5.45,4.33,4.72,6.17,7.18,7.22,8.4,6.43
WS10M,1985,48.25,-87.75,7.84,6.65,7.48,6.42,4.43,5.11,4.05,4.58,5.99,6.93,7.18,8.4,6.25
WS10M,1985,48.25,-88.25,7.4,6.07,6.8,5.86,4.0,4.49,3.61,4.23,5.45,6.32,6.77,7.92,5.74
WS10M,1986,46.25,-83.75,4.95,4.02,4.31,4.35,3.2,3.25,2.73,3.0,3.36,3.31,4.56,4.4,3.78
WS10M,1986,46.25,-84.25,5.16,4.21,4.55,4.54,3.31,3.35,2.85,3.18,3.44,3.39,4.67,4.45,3.92
WS10M,1986,46.25,-84.75,5.23,4.11,4.54,4.45,3.19,3.23,2.73,3.14,3.33,3.38,4.79,4.6,3.89
WS10M,1986,46.25,-85.25,5.17,3.9,4.5,4.4,3.12,3.2,2.68,3.12,3.22,3.37,4.82,4.62,3.84
WS10M,1986,46.25,-85.75,5.18,3.81,4.61,4.66,3.3,3.45,2.89,3.3,3.31,3.49,4.87,4.58,3.95
WS10M,1986,46.25,-86.25,5.68,4.16,5.09,5.43,3.83,4.12,3.46,3.8,3.81,3.9,5.18,4.83,4.44
WS10M,1986,46.25,-86.75,5.2,3.81,4.41,4.47,3.05,3.21,2.67,3.04,3.09,3.31,4.44,4.34,3.75
WS10M,1986,46.25,-87.25,4.54,3.29,3.87,3.87,2.64,2.74,2.25,2.54,2.62,2.79,3.73,3.74,3.22
WS10M,1986,46.25,-87.75,3.99,2.87,3.54,3.53,2.43,2.5,2.04,2.25,2.33,2.41,3.21,3.26,2.86
WS10M,1986,46.25,-88.25,3.69,2.68,3.43,3.38,2.31,2.36,1.94,2.1,2.18,2.19,2.97,3.04,2.69
WS10M,1986,46.75,-83.75,3.49,2.91,3.32,3.57,2.49,2.51,2.07,2.2,2.35,2.24,2.91,2.84,2.74
WS10M,1986,46.75,-84.25,4.21,3.43,3.82,4.03,2.76,2.82,2.32,2.6,2.81,2.69,3.63,3.53,3.22
WS10M,1986,46.75,-84.75,5.31,3.96,4.41,4.56,3.07,3.21,2.6,3.15,3.43,3.37,4.78,4.61,3.87
WS10M,1986,46.75,-85.25,6.17,4.39,4.95,5.06,3.39,3.64,2.9,3.63,3.93,3.92,5.66,5.44,4.42
WS10M,1986,46.75,-85.75,6.67,4.75,5.39,5.52,3.7,4.09,3.24,3.97,4.27,4.26,6.14,5.89,4.82
WS10M,1986,46.75,-86.25,7.16,5.25,5.87,6.01,4.01,4.55,3.63,4.24,4.64,4.61,6.57,6.32,5.23
WS10M,1986,46.75,-86.75,7.34,5.37,5.87,5.86,3.89,4.41,3.54,4.1,4.63,4.71,6.66,6.46,5.23
WS10M,1986,46.75,-87.25,6.87,4.97,5.55,5.42,3.63,4.09,3.3,3.81,4.36,4.45,6.17,6.05,4.89
WS10M,1986,46.75,-87.75,6.02,4.33,5.08,4.88,3.32,3.72,3.0,3.4,3.94,3.95,5.37,5.29,4.36
WS10M,1986,46.75,-88.25,5.14,3.72,4.59,4.38,3.01,3.33,2.7,2.98,3.46,3.4,4.57,4.5,3.81
WS10M,1986,47.25,-83.75,3.24,2.57,3.22,3.48,2.39,2.47,2.02,2.11,2.26,2.13,2.69,2.64,2.6
WS10M,1986,47.25,-84.25,3.9,3.04,3.65,3.86,2.56,2.64,2.17,2.36,2.63,2.48,3.35,3.27,2.99
WS10M,1986,47.25,-84.75,5.61,3.95,4.64,4.77,3.11,3.28,2.67,3.23,3.67,3.55,5.16,4.95,4.05
WS10M,1986,47.25,-85.25,7.29,4.99,5.75,5.8,3.78,4.12,3.31,4.2,4.8,4.68,6.94,6.62,5.19
WS10M,1986,47.25,-85.75,8.36,5.88,6.64,6.65,4.35,4.9,3.9,4.88,5.61,5.44,8.05,7.67,6.03
WS10M,1986,47.25,-86.25,8.68,6.44,7.05,7.11,4.68,5.39,4.3,4.99,5.92,5.66,8.34,7.95,6.37
WS10M,1986,47.25,-86.75,8.81,6.6,7.23,7.21,4.8,5.52,4.47,4.92,6.01,5.83,8.43,8.03,6.48
WS10M,1986,47.25,-87.25,8.62,6.37,7.13,6.97,4.75,5.39,4.41,4.84,5.98,5.85,8.23,7.87,6.37
WS10M,1986,47.25,-87.75,8.07,5.85,6.81,6.55,4.58,5.13,4.27,4.63,5.79,5.64,7.71,7.38,6.03
WS10M,1986,47.25,-88.25,7.35,5.22,6.36,6.01,4.26,4.77,4.02,4.27,5.43,5.25,7.05,6.75,5.56
WS10M,1986,47.75,-83.75,3.1,2.4,3.25,3.45,2.41,2.54,2.05,2.13,2.3,2.19,2.67,2.68,2.6
WS10M,1986,47.75,-84.25,3.5,2.66,3.54,3.72,2.55,2.65,2.2,2.29,2.53,2.43,3.05,3.01,2.84
WS10M,1986,47.75,-84.75,4.52,3.25,4.13,4.26,2.85,2.97,2.47,2.76,3.16,3.06,4.14,4.0,3.46
WS10M,1986,47.75,-85.25,5.73,4.06,4.9,5.0,3.3,3.51,2.89,3.42,4.0,3.86,5.46,5.22,4.28
WS10M,1986,47.75,-85.75,6.89,5.0,5.78,5.87,3.85,4.23,3.46,4.11,4.88,4.66,6.71,6.38,5.15
WS10M,1986,47.75,-86.25,7.91,5.98,6.67,6.77,4.46,5.02,4.13,4.61,5.59,5.32,7.7,7.32,5.95
WS10M,1986,47.75,-86.75,8.61,6.52,7.31,7.31,4.88,5.46,4.57,4.88,6.02,5.88,8.38,7.97,6.48
WS10M,1986,47.75,-87.25,8.83,6.55,7.51,7.37,5.06,5.52,4.73,4.96,6.23,6.18,8.6,8.2,6.64
WS10M,1986,47.75,-87.75,8.69,6.25,7.39,7.1,5.0,5.36,4.69,4.89,6.24,6.22,8.49,8.11,6.54
WS10M,1986,47.75,-88.25,8.31,5.78,7.05,6.61,4.7,5.02,4.48,4.66,6.03,6.05,8.18,7.83,6.22
WS10M,1986,48.25,-83.75,2.9,2.27,3.12,3.31,2.36,2.52,2.05,2.12,2.26,2.2,2.57,2.63,2.53
WS10M,1986,48.25,-84.25,3.06,2.37,3.28,3.49,2.49,2.63,2.19,2.24,2.41,2.36,2.74,2.75,2.67
WS10M,1986,48.25,-84.75,3.29,2.52,3.38,3.6,2.56,2.67,2.24,2.33,2.55,2.51,2.99,2.98,2.8
WS10M,1986,48.25,-85.25,3.64,2.78,3.57,3.8,2.67,2.78,2.32,2.49,2.8,2.73,3.4,3.32,3.02
WS10M,1986,48.25,-85.75,4.44,3.4,4.12,4.34,2.99,3.15,2.65,2.89,3.35,3.26,4.24,4.09,3.58
WS10M,1986,48.25,-86.25,6.25,4.8,5.5,5.58,3.75,4.1,3.48,3.85,4.49,4.51,6.04,5.82,4.85
WS10M,1986,48.25,-86.75,7.69,5.86,6.64,6.64,4.48,4.91,4.21,4.62,5.46,5.59,7.53,7.2,5.9
WS10M,1986,48.25,-87.25,8.16,6.1,6.96,6.85,4.67,4.98,4.37,4.73,5.77,5.94,8.01,7.66,6.18
WS10M,1986,48.25,-87.75,8.07,5.88,6.78,6.52,4.48,4.65,4.17,4.52,5.64,5.88,7.93,7.62,6.01
WS10M,1986,48.25,-88.25,7.54,5.35,6.24,5.87,4.05,4.14,3.76,4.14,5.16,5.48,7.4,7.16,5.52
WS10M,1987,46.25,-83.75,4.28,4.08,3.89,3.96,3.21,2.82,2.85,3.38,3.12,3.6,4.27,4.43,3.66
WS10M,1987,46.25,-84.25,4.48,4.22,4.06,4.06,3.28,2.9,2.94,3.47,3.26,3.75,4.41,4.53,3.78
WS10M,1987,46.25,-84.75,4.59,4.18,4.08,3.93,3.15,2.75,2.8,3.39,3.23,3.86,4.47,4.66,3.76
WS10M,1987,46.25,-85.25,4.62,4.11,4.09,3.86,3.1,2.68,2.74,3.33,3.19,3.94,4.45,4.69,3.73
WS10M,1987,46.25,-85.75,4.7,4.17,4.28,4.04,3.35,2.85,2.95,3.49,3.3,4.1,4.5,4.71,3.87
WS10M,1987,46.25,-86.25,5.11,4.57,4.84,4.64,3.98,3.35,3.51,4.04,3.73,4.52,4.9,5.01,4.35
WS10M,1987,46.25,-86.75,4.67,4.15,4.26,3.81,3.17,2.61,2.75,3.22,3.05,3.81,4.18,4.5,3.68
WS10M,1987,46.25,-87.25,4.07,3.67,3.74,3.28,2.73,2.24,2.32,2.69,2.56,3.24,3.5,3.84,3.16
WS10M,1987,46.25,-87.75,3.57,3.31,3.39,2.97,2.52,2.07,2.09,2.36,2.22,2.8,3.01,3.3,2.8
WS10M,1987,46.25,-88.25,3.28,3.16,3.23,2.8,2.42,2.0,1.97,2.19,2.03,2.52,2.75,3.0,2.61
WS10M,1987,46.75,-83.75,2.92,3.04,3.0,3.15,2.54,2.1,2.12,2.37,2.28,2.42,2.85,2.96,2.64
WS10M,1987,46.75,-84.25,3.61,3.54,3.46,3.54,2.8,2.32,2.43,2.84,2.77,3.01,3.59,3.69,3.13
WS10M,1987,46.75,-84.75,4.64,4.26,4.05,3.95,3.13,2.57,2.79,3.46,3.45,3.95,4.62,4.78,3.8
WS10M,1987,46.75,-85.25,5.46,4.83,4.58,4.29,3.51,2.85,3.14,3.95,3.94,4.71,5.37,5.59,4.35
WS10M,1987,46.75,-85.75,5.96,5.17,5.03,4.58,3.9,3.16,3.47,4.29,4.2,5.18,5.74,6.0,4.72
WS10M,1987,46.75,-86.25,6.44,5.52,5.55,4.95,4.27,3.51,3.82,4.65,4.51,5.63,6.14,6.45,5.12
WS10M,1987,46.75,-86.75,6.6,5.62,5.62,4.8,4.12,3.42,3.73,4.6,4.5,5.79,6.2,6.62,5.14
WS10M,1987,46.75,-87.25,6.16,5.29,5.27,4.41,3.82,3.22,3.47,4.29,4.15,5.45,5.71,6.11,4.78
WS10M,1987,46.75,-87.75,5.37,4.73,4.72,3.93,3.5,2.97,3.13,3.8,3.64,4.77,4.93,5.22,4.23
WS10M,1987,46.75,-88.25,4.56,4.19,4.19,3.5,3.21,2.71,2.78,3.29,3.12,3.99,4.14,4.32,3.67
WS10M,1987,47.25,-83.75,2.71,2.81,2.77,2.96,2.52,2.01,2.02,2.21,2.18,2.26,2.61,2.67,2.48
WS10M,1987,47.25,-84.25,3.33,3.32,3.26,3.3,2.71,2.13,2.24,2.59,2.57,2.76,3.24,3.35,2.9
WS10M,1987,47.25,-84.75,4.9,4.51,4.28,4.03,3.31,2.57,2.86,3.61,3.67,4.22,4.81,5.03,3.98
WS10M,1987,47.25,-85.25,6.44,5.68,5.31,4.77,4.04,3.15,3.6,4.66,4.75,5.73,6.36,6.66,5.1
WS10M,1987,47.25,-85.75,7.42,6.44,6.08,5.31,4.67,3.71,4.23,5.39,5.44,6.73,7.33,7.66,5.87
WS10M,1987,47.25,-86.25,7.75,6.72,6.53,5.62,5.04,4.09,4.55,5.67,5.66,7.04,7.58,7.95,6.18
WS10M,1987,47.25,-86.75,7.86,6.82,6.72,5.68,5.08,4.26,4.63,5.77,5.7,7.27,7.62,8.07,6.29
WS10M,1987,47.25,-87.25,7.66,6.69,6.57,5.44,4.96,4.26,4.55,5.69,5.5,7.21,7.4,7.82,6.15
WS10M,1987,47.25,-87.75,7.11,6.31,6.18,5.07,4.77,4.15,4.34,5.38,5.14,6.8,6.87,7.16,5.78
WS10M,1987,47.25,-88.25,6.44,5.85,5.71,4.66,4.52,3.94,4.01,4.92,4.73,6.18,6.18,6.35,5.29
WS10M,1987,47.75,-83.75,2.66,2.66,2.67,2.89,2.54,2.08,2.07,2.23,2.21,2.3,2.58,2.55,2.45
WS10M,1987,47.75,-84.25,3.0,3.02,3.04,3.14,2.7,2.18,2.22,2.47,2.44,2.63,2.88,2.91,2.72
WS10M,1987,47.75,-84.75,3.94,3.76,3.68,3.56,3.02,2.39,2.56,3.07,3.07,3.49,3.78,3.91,3.35
WS10M,1987,47.75,-85.25,5.06,4.65,4.44,4.06,3.5,2.75,3.06,3.84,3.86,4.57,4.93,5.13,4.15
WS10M,1987,47.75,-85.75,6.12,5.53,5.24,4.62,4.1,3.26,3.67,4.64,4.64,5.63,6.04,6.26,4.98
WS10M,1987,47.75,-86.25,7.02,6.35,6.07,5.25,4.76,3.86,4.29,5.34,5.3,6.5,6.9,7.16,5.73
WS10M,1987,47.75,-86.75,7.6,6.85,6.63,5.62,5.15,4.29,4.66,5.77,5.7,7.18,7.39,7.76,6.22
WS10M,1987,47.75,-87.25,7.75,6.99,6.79,5.62,5.28,4.48,4.78,5.88,5.75,7.42,7.53,7.89,6.35
WS10M,1987,47.75,-87.75,7.57,6.88,6.68,5.41,5.2,4.49,4.69,5.73,5.61,7.35,7.38,7.65,6.22
WS10M,1987,47.75,-88.25,7.24,6.61,6.41,5.06,4.96,4.32,4.41,5.41,5.34,7.09,7.03,7.23,5.93
WS10M,1987,48.25,-83.75,2.54,2.46,2.53,2.79,2.48,2.1,2.06,2.23,2.2,2.28,2.46,2.43,2.38
WS10M,1987,48.25,-84.25,2.67,2.62,2.71,2.95,2.62,2.2,2.2,2.39,2.35,2.48,2.59,2.55,2.53
WS10M,1987,48.25,-84.75,2.89,2.81,2.87,3.04,2.68,2.23,2.26,2.54,2.49,2.68,2.8,2.81,2.68
WS10M,1987,48.25,-85.25,3.22,3.1,3.13,3.17,2.79,2.29,2.38,2.77,2.71,2.99,3.15,3.2,2.91
WS10M,1987,48.25,-85.75,3.93,3.75,3.71,3.55,3.14,2.57,2.75,3.29,3.21,3.69,3.89,3.96,3.45
WS10M,1987,48.25,-86.25,5.55,5.2,4.96,4.47,4.02,3.28,3.62,4.43,4.36,5.27,5.45,5.62,4.68
WS10M,1987,48.25,-86.75,6.78,6.24,5.95,5.19,4.79,3.94,4.4,5.33,5.32,6.59,6.65,6.88,5.67
WS10M,1987,48.25,-87.25,7.14,6.56,6.3,5.27,4.94,4.09,4.53,5.45,5.52,6.98,6.99,7.23,5.92
WS10M,1987,48.25,-87.75,7.04,6.47,6.24,5.0,4.72,3.95,4.29,5.19,5.29,6.9,6.86,7.1,5.75
WS10M,1987,48.25,-88.25,6.59,6.05,5.86,4.52,4.28,3.62,3.86,4.73,4.79,6.49,6.38,6.61,5.31
WS10M,1988,46.25,-83.75,4.78,5.02,4.79,3.76,2.93,3.34,2.61,3.04,3.76,3.9,4.41,4.96,3.94
WS10M,1988,46.25,-84.25,4.94,5.29,5.05,3.89,3.04,3.43,2.7,3.18,3.9,4.03,4.48,5.19,4.09
WS10M,1988,46.25,-84.75,5.11,5.41,5.02,3.84,2.96,3.26,2.56,3.11,3.86,4.1,4.44,5.32,4.08
WS10M,1988,46.25,-85.25,5.21,5.44,4.95,3.83,2.96,3.18,2.51,3.09,3.86,4.15,4.4,5.31,4.07
WS10M,1988,46.25,-85.75,5.29,5.55,5.1,4.04,3.23,3.41,2.73,3.27,4.1,4.34,4.53,5.31,4.24
WS10M,1988,46.25,-86.25,5.61,6.0,5.75,4.61,3.87,4.04,3.27,3.77,4.75,4.87,5.11,5.67,4.77
WS10M,1988,46.25,-86.75,5.08,5.43,5.05,3.83,3.09,3.15,2.59,2.95,3.81,4.11,4.43,5.02,4.04
WS10M,1988,46.25,-87.25,4.37,4.69,4.4,3.32,2.66,2.72,2.23,2.49,3.19,3.42,3.77,4.29,3.46
WS10M,1988,46.25,-87.75,3.79,4.11,3.94,3.01,2.46,2.49,2.04,2.26,2.81,2.91,3.27,3.71,3.07
WS10M,1988,46.25,-88.25,3.49,3.81,3.72,2.85,2.37,2.33,1.96,2.17,2.61,2.62,3.01,3.4,2.86
WS10M,1988,46.75,-83.75,3.28,3.61,3.62,2.87,2.36,2.55,1.93,2.22,2.68,2.6,2.97,3.22,2.82
WS10M,1988,46.75,-84.25,4.04,4.39,4.25,3.27,2.62,2.8,2.17,2.6,3.25,3.24,3.69,4.13,3.37
WS10M,1988,46.75,-84.75,5.22,5.51,5.11,3.78,2.95,3.11,2.42,3.08,4.03,4.22,4.67,5.41,4.12
WS10M,1988,46.75,-85.25,6.16,6.41,5.83,4.23,3.29,3.48,2.68,3.51,4.64,5.01,5.41,6.35,4.75
WS10M,1988,46.75,-85.75,6.69,6.96,6.36,4.6,3.64,3.89,2.98,3.85,5.03,5.49,5.85,6.85,5.18
WS10M,1988,46.75,-86.25,7.18,7.48,6.93,5.0,4.02,4.27,3.32,4.18,5.45,6.01,6.39,7.38,5.62
WS10M,1988,46.75,-86.75,7.34,7.62,7.06,4.96,3.93,4.11,3.25,4.09,5.45,6.16,6.62,7.55,5.67
WS10M,1988,46.75,-87.25,6.86,7.08,6.58,4.6,3.7,3.83,3.06,3.82,5.09,5.68,6.22,7.02,5.29
WS10M,1988,46.75,-87.75,6.01,6.2,5.8,4.1,3.42,3.5,2.83,3.48,4.52,4.86,5.44,6.1,4.68
WS10M,1988,46.75,-88.25,5.15,5.31,5.04,3.59,3.13,3.14,2.58,3.11,3.89,4.02,4.59,5.15,4.06
WS10M,1988,47.25,-83.75,3.14,3.34,3.39,2.63,2.32,2.5,1.77,2.07,2.53,2.4,2.69,2.88,2.63
WS10M,1988,47.25,-84.25,3.93,4.05,3.95,2.97,2.48,2.6,1.91,2.35,2.96,2.91,3.37,3.66,3.09
WS10M,1988,47.25,-84.75,5.79,5.77,5.3,3.79,3.01,3.12,2.36,3.16,4.2,4.42,5.04,5.61,4.29
WS10M,1988,47.25,-85.25,7.6,7.48,6.74,4.69,3.65,3.83,2.93,4.06,5.52,5.97,6.72,7.52,5.55
WS10M,1988,47.25,-85.75,8.7,8.59,7.84,5.38,4.21,4.51,3.46,4.75,6.45,7.02,7.83,8.76,6.45
WS10M,1988,47.25,-86.25,8.96,8.91,8.43,5.74,4.57,4.93,3.77,5.05,6.82,7.41,8.2,9.18,6.82
WS10M,1988,47.25,-86.75,9.05,9.04,8.66,5.88,4.74,5.05,3.86,5.16,6.97,7.59,8.43,9.36,6.97
WS10M,1988,47.25,-87.25,8.87,8.8,8.43,5.68,4.71,4.97,3.81,5.09,6.85,7.39,8.32,9.18,6.83
WS10M,1988,47.25,-87.75,8.34,8.17,7.85,5.27,4.56,4.78,3.7,4.86,6.46,6.83,7.81,8.57,6.43
WS10M,1988,47.25,-88.25,7.66,7.37,7.14,4.73,4.27,4.47,3.51,4.48,5.88,6.09,7.08,7.77,5.87
WS10M,1988,47.75,-83.75,3.14,3.22,3.31,2.5,2.34,2.54,1.8,2.04,2.52,2.42,2.62,2.79,2.6
WS10M,1988,47.75,-84.25,3.68,3.6,3.66,2.75,2.48,2.63,1.92,2.22,2.76,2.69,3.04,3.17,2.88
WS10M,1988,47.75,-84.75,4.85,4.61,4.45,3.23,2.77,2.87,2.16,2.68,3.49,3.54,4.11,4.33,3.59
WS10M,1988,47.75,-85.25,6.19,5.86,5.5,3.86,3.19,3.3,2.54,3.32,4.48,4.65,5.45,5.78,4.5
WS10M,1988,47.75,-85.75,7.39,7.06,6.66,4.55,3.74,3.89,3.05,4.04,5.54,5.77,6.75,7.19,5.46
WS10M,1988,47.75,-86.25,8.38,8.09,7.88,5.27,4.39,4.53,3.61,4.71,6.48,6.73,7.79,8.39,6.35
WS10M,1988,47.75,-86.75,9.07,8.77,8.64,5.71,4.84,4.95,3.91,5.13,7.02,7.34,8.5,9.18,6.92
WS10M,1988,47.75,-87.25,9.3,8.91,8.81,5.73,4.97,5.12,4.0,5.22,7.15,7.49,8.75,9.43,7.07
WS10M,1988,47.75,-87.75,9.16,8.64,8.56,5.48,4.85,5.08,3.95,5.07,6.99,7.29,8.63,9.27,6.91
WS10M,1988,47.75,-88.25,8.81,8.1,8.09,5.08,4.54,4.81,3.77,4.75,6.61,6.87,8.25,8.84,6.54
WS10M,1988,48.25,-83.75,3.05,3.04,3.11,2.33,2.29,2.49,1.82,1.96,2.45,2.39,2.54,2.68,2.51
WS10M,1988,48.25,-84.25,3.29,3.16,3.27,2.51,2.43,2.6,1.94,2.1,2.62,2.53,2.74,2.83,2.66
WS10M,1988,48.25,-84.75,3.57,3.37,3.45,2.66,2.51,2.63,1.99,2.2,2.78,2.71,3.06,3.12,2.83
WS10M,1988,48.25,-85.25,3.97,3.71,3.78,2.86,2.62,2.7,2.08,2.37,3.06,3.02,3.53,3.58,3.1
WS10M,1988,48.25,-85.75,4.84,4.52,4.56,3.31,2.95,2.99,2.38,2.8,3.72,3.73,4.43,4.52,3.73
WS10M,1988,48.25,-86.25,6.85,6.4,6.35,4.29,3.8,3.74,3.12,3.78,5.17,5.32,6.31,6.52,5.13
WS10M,1988,48.25,-86.75,8.4,7.78,7.75,5.05,4.49,4.45,3.7,4.6,6.34,6.57,7.8,8.12,6.25
WS10M,1988,48.25,-87.25,8.79,8.12,8.18,5.2,4.59,4.61,3.77,4.72,6.6,6.91,8.24,8.62,6.52
WS10M,1988,48.25,-87.75,8.58,7.86,8.0,4.98,4.32,4.43,3.58,4.48,6.36,6.73,8.08,8.49,6.32
WS10M,1988,48.25,-88.25,7.96,7.2,7.37,4.55,3.86,4.03,3.25,4.05,5.79,6.18,7.48,7.89,5.8
WS10M,1989,46.25,-83.75,4.86,4.72,4.12,3.24,3.09,2.68,2.2,2.72,3.26,3.7,4.81,4.02,3.61
WS10M,1989,46.25,-84.25,5.09,4.99,4.36,3.34,3.13,2.7,2.32,2.82,3.43,3.91,4.97,4.18,3.76
WS10M,1989,46.25,-84.75,5.2,5.08,4.37,3.27,3.02,2.53,2.28,2.76,3.45,3.94,5.05,4.35,3.77
WS10M,1989,46.25,-85.25,5.2,5.11,4.32,3.29,2.99,2.49,2.29,2.73,3.52,3.96,5.05,4.48,3.78
WS10M,1989,46.25,-85.75,5.23,5.24,4.41,3.54,3.21,2.75,2.49,2.91,3.77,4.16,5.13,4.66,3.95
WS10M,1989,46.25,-86.25,5.54,5.69,4.91,4.09,3.75,3.38,2.96,3.42,4.34,4.79,5.61,5.14,4.46
WS10M,1989,46.25,-86.75,4.94,5.27,4.34,3.39,2.99,2.67,2.31,2.72,3.52,4.02,4.83,4.67,3.8
WS10M,1989,46.25,-87.25,4.23,4.66,3.76,2.96,2.6,2.29,1.95,2.33,2.96,3.43,4.06,4.03,3.26
WS10M,1989,46.25,-87.75,3.68,4.14,3.37,2.72,2.41,2.11,1.78,2.13,2.61,3.01,3.47,3.44,2.9
WS10M,1989,46.25,-88.25,3.41,3.87,3.21,2.61,2.31,2.04,1.73,2.02,2.45,2.77,3.14,3.07,2.71
WS10M,1989,46.75,-83.75,3.43,3.44,3.16,2.56,2.42,2.09,1.8,1.93,2.43,2.69,3.18,2.59,2.64
WS10M,1989,46.75,-84.25,4.22,4.22,3.71,2.88,2.68,2.28,1.93,2.24,2.88,3.32,4.06,3.3,3.14
WS10M,1989,46.75,-84.75,5.33,5.35,4.34,3.28,3.01,2.5,2.1,2.62,3.53,4.19,5.35,4.38,3.82
WS10M,1989,46.75,-85.25,6.15,6.28,4.87,3.68,3.36,2.77,2.31,2.97,4.09,4.9,6.29,5.28,4.4
WS10M,1989,46.75,-85.75,6.58,6.88,5.28,4.07,3.69,3.12,2.55,3.28,4.48,5.37,6.73,5.9,4.81
WS10M,1989,46.75,-86.25,7.03,7.48,5.77,4.54,3.98,3.56,2.82,3.65,4.86,5.84,7.2,6.54,5.26
WS10M,1989,46.75,-86.75,7.14,7.76,5.81,4.54,3.82,3.63,2.72,3.68,4.83,5.85,7.32,6.88,5.32
